# Number ot time steps:272 N. contractions:95 N. expansions:175
#   t    y(0)...   Estimated error=0.000890894
# hmin:0.001 hmax:0.0279721
0 0.3 0 
0.001 0.299995 -0.00965361 
0.005 0.299879 -0.048262 
0.021 0.297873 -0.202262 
0.0447653 0.290375 -0.42765 
0.0659179 0.279259 -0.622026 
0.0858652 0.265086 -0.797373 
0.10484 0.248445 -0.95493 
0.123072 0.22973 -1.09609 
0.140721 0.20926 -1.22172 
0.157907 0.187294 -1.33239 
0.174726 0.164059 -1.42848 
0.191545 0.139316 -1.51156 
0.207842 0.114115 -1.57888 
0.224138 0.0879275 -1.6326 
0.240158 0.061443 -1.67167 
0.256177 0.0344442 -1.69677 
0.272392 0.00682223 -1.7077 
0.288643 -0.020918 -1.70395 
0.304924 -0.04853 -1.68547 
0.321272 -0.075833 -1.65226 
0.337736 -0.102659 -1.60429 
0.354368 -0.128839 -1.54149 
0.371229 -0.154194 -1.46374 
0.388389 -0.178534 -1.37084 
0.40593 -0.201647 -1.26249 
0.423954 -0.223301 -1.13821 
0.442595 -0.243222 -0.997329 
0.462032 -0.261083 -0.838755 
0.482529 -0.276467 -0.660754 
0.504493 -0.288793 -0.460404 
0.528592 -0.297155 -0.2327 
0.5557 -0.299927 0.0282498 
0.580454 -0.296275 0.266131 
0.60297 -0.287882 0.478194 
0.623837 -0.275908 0.668025 
0.643509 -0.261072 0.838668 
0.66228 -0.243874 0.991972 
0.680352 -0.224691 1.12913 
0.697874 -0.203821 1.25093 
0.71496 -0.181517 1.35788 
0.731699 -0.157995 1.45032 
0.748439 -0.133034 1.52967 
0.76469 -0.107638 1.59344 
0.780941 -0.0813172 1.64355 
0.79694 -0.0547188 1.67909 
0.812939 -0.0276634 1.70063 
0.829143 -2.78232e-05 1.70796 
0.845393 0.0276865 1.70061 
0.861686 0.0552339 1.67853 
0.878058 0.0824331 1.64172 
0.894558 0.109115 1.59013 
0.91124 0.135108 1.5237 
0.928168 0.160231 1.44227 
0.945414 0.184289 1.34563 
0.963063 0.207067 1.23344 
0.981225 0.228322 1.10519 
1.00004 0.247771 0.960104 
1.01971 0.265067 0.796982 
1.04052 0.279763 0.613856 
1.06294 0.291221 0.40739 
1.0877 0.298403 0.171963 
1.11553 0.299453 -0.0963365 
1.13949 0.294388 -0.325642 
1.16152 0.284934 -0.531432 
1.18202 0.27213 -0.715823 
1.20143 0.256614 -0.881622 
1.22 0.238848 -1.03046 
1.23791 0.219184 -1.16339 
1.2553 0.197905 -1.28113 
1.27229 0.175253 -1.38412 
1.28927 0.150959 -1.47428 
1.30567 0.126162 -1.54831 
1.32206 0.100262 -1.60885 
1.33813 0.074026 -1.65456 
1.3542 0.0471672 -1.68636 
1.37044 0.0196041 -1.70409 
1.38671 -0.0081515 -1.70713 
1.40298 -0.0358516 -1.69543 
1.41929 -0.0633159 -1.66899 
1.4357 -0.0903787 -1.62781 
1.45224 -0.116873 -1.57185 
1.46899 -0.142626 -1.50101 
1.48601 -0.167453 -1.41511 
1.50336 -0.191154 -1.31391 
1.52115 -0.213506 -1.19704 
1.53949 -0.234257 -1.06391 
1.55854 -0.253106 -0.913649 
1.57851 -0.269684 -0.744867 
1.59974 -0.283499 -0.555276 
1.62275 -0.293825 -0.340951 
1.6484 -0.299429 -0.0956518 
1.67489 -0.298576 0.159708 
1.69833 -0.292205 0.382926 
1.71989 -0.28178 0.58257 
1.74008 -0.268198 0.761781 
1.75924 -0.252043 0.922903 
1.77761 -0.23374 1.06739 
1.79537 -0.21362 1.1962 
1.81265 -0.191954 1.30995 
1.82954 -0.168973 1.40905 
1.84643 -0.144426 1.49522 
1.86277 -0.119402 1.56547 
1.87911 -0.09334 1.62218 
1.89515 -0.0669647 1.66416 
1.91119 -0.0400275 1.69219 
1.92742 -0.0124316 1.7061 
1.94368 0.015315 1.70533 
1.95995 0.0429655 1.68983 
1.97629 0.0703391 1.65959 
1.99272 0.0972691 1.61461 
2.00932 0.123587 1.55482 
2.02613 0.149118 1.48011 
2.04323 0.173672 1.3903 
2.06068 0.197045 1.28511 
2.0786 0.219007 1.16411 
2.09711 0.239296 1.02666 
2.11637 0.257596 0.871786 
2.13663 0.273513 0.697908 
2.15826 0.286508 0.502404 
2.18186 0.295762 0.280762 
2.20833 0.299833 0.0265996 
2.23381 0.297379 -0.218669 
2.25673 0.289867 -0.435668 
2.2779 0.278575 -0.629807 
2.2978 0.264293 -0.804239 
2.31674 0.247558 -0.961012 
2.33494 0.228767 -1.10144 
2.35257 0.208232 -1.22636 
2.36974 0.186212 -1.33635 
2.38655 0.162933 -1.43177 
2.40336 0.138157 -1.51417 
2.41965 0.112929 -1.58085 
2.43594 0.0867245 -1.63392 
2.45196 0.0602267 -1.67235 
2.46797 0.0332248 -1.69681 
2.48419 0.00560753 -1.70709 
2.50044 -0.0221209 -1.7027 
2.51673 -0.0497142 -1.68358 
2.53308 -0.0769915 -1.64973 
2.54955 -0.103785 -1.60112 
2.5662 -0.129924 -1.53769 
2.58307 -0.155231 -1.4593 
2.60025 -0.179513 -1.36574 
2.61781 -0.20256 -1.25672 
2.63586 -0.224135 -1.13176 
2.65454 -0.243966 -0.990146 
2.67402 -0.261719 -0.830787 
