# Number ot time steps:31 N. contractions:9 N. expansions:20
#   t    y(0)...   Estimated error=6.59156e-05
# hmin:1e-05 hmax:0.443431
0 0.8 0.8 
1e-05 0.800014 0.799978 
5e-05 0.800072 0.799888 
0.00021 0.800302 0.79953 
0.00085 0.801223 0.798095 
0.00341 0.804894 0.792349 
0.01365 0.819382 0.769222 
0.05461 0.874009 0.67478 
0.179285 1.00125 0.378114 
0.314361 1.06171 0.0668701 
0.449436 1.04108 -0.208311 
0.592698 0.946136 -0.447214 
0.755004 0.778574 -0.650875 
0.951905 0.537477 -0.815183 
1.16641 0.275597 -0.913756 
1.38954 0.0350012 -0.949952 
1.6349 -0.179114 -0.930041 
1.91883 -0.362741 -0.842724 
2.2636 -0.508804 -0.652234 
2.70703 -0.601957 -0.26989 
3.08778 -0.609813 0.183705 
3.40782 -0.555633 0.636104 
3.69912 -0.431317 1.05039 
3.97843 -0.202329 1.34293 
4.1462 0.00578661 1.40121 
4.29297 0.231936 1.34388 
4.43421 0.474264 1.18167 
4.57544 0.712402 0.925153 
4.73433 0.928799 0.564908 
4.87054 1.03749 0.241338 
5 1.06281 -0.0451686 
